post_id,musician_screen_name,post_created_at,musician_post,musician_post_hashtags,musician_post_mentions,musician_post_favorite_count,musician_post_retweet_count
1116042585540300800,chloexhalle,Wed Apr 10 18:17:42 +0000 2019,RT @jimmyxcxx: what it feels like to listen to @chloexhalle harmonize https://t.co/TAdQSIVfaD,#,@jimmyxcxx@chloexhalle@,0,363
1115980479990325248,chloexhalle,Wed Apr 10 14:10:55 +0000 2019,"surprise! here’s our new song “be yourself” from the @littlethemovie soundtrack, hitting theaters this weekend alon… https://t.co/3Uv2jXix50",#,@littlethemovie@,2004,497
1115837508259069954,chloexhalle,Wed Apr 10 04:42:47 +0000 2019,"@Zedd sorry to hear that man, hang in there. sending you good vibes ✨✨🙏🏾",#,@Zedd@,63,7
1115666281393422337,chloexhalle,Tue Apr 09 17:22:24 +0000 2019,"RT @PopCraveNet: #GameOfThrones will release their soundtrack on Friday, April 26th which features appearances from @TheWeeknd, @SZA, @Trvi…",#GameOfThrones#,@PopCraveNet@theweeknd@sza@,0,807
1115650644331962368,chloexhalle,Tue Apr 09 16:20:16 +0000 2019,"RT @breaux_man_: @chloexhalle :

Me: Babybirrrrrrrrrrrrrrrrrrrrrrd https://t.co/S2JoohduH6",#,@breaux_man_@chloexhalle@,0,40
1115640692292890625,chloexhalle,Tue Apr 09 15:40:43 +0000 2019,we also have another #little surprise coming tomorrow at 10 am EST... stay tuned 😏🌻 https://t.co/DixT0slwJz,#little#,@,1971,261
1116759774652174337,COIN,Fri Apr 12 17:47:33 +0000 2019,RT @CD1025FM: .@COIN’s “I Want It All” is our Discover &amp; Download this week! Get the song for freeee at https://t.co/lDFkqTssFz &amp; let us kn…,#,@CD1025FM@COIN@,0,6
1115665797454684160,COIN,Tue Apr 09 17:20:28 +0000 2019,"Columbus, OH – ""I WANT IT ALL"" is this week's Discover &amp; Download on @CD1025FM. See you at @EXPRESSLIVEOH on June 28, 2019.",#,@CD1025FM@EXPRESSLIVEOH@,272,23
1115636582801973248,COIN,Tue Apr 09 15:24:23 +0000 2019,"July 2, 2019 https://t.co/Q2QIJrclnk",#,@,561,30
1113104600654065664,COIN,Tue Apr 02 15:43:11 +0000 2019,Under 3 months old &amp; 4 millions streams tall - growing up! https://t.co/KhaTIbffty,#,@,1251,87
1112409868286218241,COIN,Sun Mar 31 17:42:34 +0000 2019,@coloursoundus @twentyonepilots we all are,#,@coloursoundus@twentyonepilots@,70,8
1110344086911967234,COIN,Tue Mar 26 00:53:54 +0000 2019,"RT @alexndrasilvers: with deep emotion, live from nashville @COIN https://t.co/MlhxMg3uPz",#,@alexndrasilvers@COIN@,0,43
1110219584693510144,COIN,Mon Mar 25 16:39:10 +0000 2019,"Philadelphia, PA https://t.co/bOb4fz0v47",#,@,407,15
1109146453224710151,COIN,Fri Mar 22 17:34:56 +0000 2019,@BrookeBergman5 @chase_lawrence Everyone will know.,#,@BrookeBergman5@chase_lawrence@,11,1
1109121638249959424,COIN,Fri Mar 22 15:56:19 +0000 2019,RT @chasesaidyeehaw: YOU’RE KIDDING ME @chase_lawrence https://t.co/6382TdhNKQ,#,@chasesaidyeehaw@chase_lawrence@,0,149
1109119630801547266,COIN,Fri Mar 22 15:48:21 +0000 2019,"I WANT IT ALL (LIVE FROM
NASHVILLE) - https://t.co/lFZlhpUwrt https://t.co/HMGiUfw40K",#,@,564,114
1108545768565161984,COIN,Thu Mar 21 01:48:01 +0000 2019,@CrispyCreem82 Crisp,#,@CrispyCreem82@,6,0
1108469453203877894,COIN,Wed Mar 20 20:44:46 +0000 2019,@songsbyalan it's a daily struggle. -R,#,@songsbyalan@,47,4
1108469333225885696,COIN,Wed Mar 20 20:44:18 +0000 2019,@trinityxalia @lovesickfeeIing @watercolornites ICHABODS FOREVER -R,#,@trinityxalia@lovesickfeeIing@watercolornites@,14,1
1108469184533618688,COIN,Wed Mar 20 20:43:42 +0000 2019,@versaceEli AM I NOT A HAPPY CAMPER IN THIS PIC? -R,#,@versaceEli@,14,1
1108469116313264134,COIN,Wed Mar 20 20:43:26 +0000 2019,@alexndrasilvers dude what'd they drop? i'm ready - R,#,@alexndrasilvers@,10,0
1108467797741522945,COIN,Wed Mar 20 20:38:11 +0000 2019,@lovesickfeeIing @watercolornites ok we are set to go then,#,@lovesickfeeIing@watercolornites@,14,0
1108467614886576130,COIN,Wed Mar 20 20:37:28 +0000 2019,@latelygigi awwww! -R,#,@latelygigi@,21,0
1108467265895391234,COIN,Wed Mar 20 20:36:05 +0000 2019,@songsbyalan so stupid and pretentious and so functional. i use when walking.,#,@songsbyalan@,37,1
1108467203823857664,COIN,Wed Mar 20 20:35:50 +0000 2019,@hlonded my peopleeeeeeeeeeeeeeee! -R,#,@hlonded@,20,5
1108466947291860992,COIN,Wed Mar 20 20:34:49 +0000 2019,@watercolornites i love you so much i am a little concerned about your caffeine intake maybe we can try some bluebe… https://t.co/zrl5hrtIbY,#,@watercolornites@,54,0
