music_lover_id,music_lover_name,music_lover_followers_count,music_lover_friends_count,post_created_at,post_text,post_hashtags,post_mentions,post_favorite_count,post_retweet_count
745341329136193539,kylie_colson,330,171,Sun Apr 21 03:36:47 +0000 2019,When Andra Day said “You’re broken down and tired of livin life on a merry-go-round.” I felt that,#,@,0,0
1078050912944431104,kfaiplaylist,114,3,Sun Apr 21 02:39:04 +0000 2019,“Not Today” by Andra Day. Big Blue Train at 9:39pm.,#,@,0,0
533145152,Tobe_TheReason,707,538,Sun Apr 21 02:23:58 +0000 2019,Andra day- rise up 🙏🏾🤞🏾,#,@,0,0
898078609243602944,villanelleve,202,121,Sun Apr 21 00:59:48 +0000 2019,"larinha's top 5 artists this week: The xx (22), Florence + the Machine (17), Daughter (12), Post Malone (8), Andra Day (5) #jotafm",#jotafm#,@,0,0
69680902,Madabohki,1954,488,Sun Apr 21 00:20:33 +0000 2019,@OVOSound @Drake @Baka_Not_Nice https://t.co/ijyZD8CEAF,#,@OVOSound@Drake@Baka_Not_Nice@,0,0
1118550330151772161,cybershare1,59,13,Sat Apr 20 22:02:08 +0000 2019,"BAKA NOT NICE on No Long Talk, Drake, Giggs, Nipsey Hussle, Smoke Dawg, Toronto - Westwood… https://t.co/JjTWJ9eSY5",#,@,0,0
326795600,daFrontPorch,5759,2047,Sat Apr 20 20:10:18 +0000 2019,Baka Not Nice - A Charlie B Summer '18 - Junior High is now streaming on DA FRONT PORCH RADIO 📡 ---- &gt;… https://t.co/8fGwHi0A1A,#,@,0,0
61790237,LostMusic__,97736,22806,Sat Apr 20 20:05:35 +0000 2019,RT @OVOSound: 4MILLI Tape Out Now! @Baka_Not_Nice https://t.co/l93XMktHwI,#,@OVOSound@Baka_Not_Nice@,0,1450
25965440,iamHBY,1774,1668,Sat Apr 20 17:40:07 +0000 2019,"@thismyatbih @TKingz_ I already mentioned several Hollow bars.  The John Forte bar, the JD “Money Ain’t A Thang” ba… https://t.co/RK5xvXvRVs",#,@thismyatbih@TKingz_@,0,0
864959282416058368,chaewoll,1099,933,Sat Apr 20 23:49:23 +0000 2019,as da Carlie Hanson são boas também,#,@,0,0
715622548067606528,randyoldscolo,610,2451,Sat Apr 20 13:24:47 +0000 2019,"Win tickets for Bad Suns with Carlie Hanson at Summit , May 02, 2019 with Do303 https://t.co/GzzwTHytOr",#,@,0,0
1920201391,Nightitaly,79166,136,Sat Apr 20 06:52:44 +0000 2019,#OnAir &gt; Why Did You Lie  -  Carlie Hanson &gt;  #Listen On Web https://t.co/dJP5xSR8cb 🔝#radio💯#music🎶,#OnAir#Listen#radio#music#,@,0,0
2975531951,paletteIive,1736,728,Sat Apr 20 00:58:10 +0000 2019,RT @soberdrives: luke facetimed me for carlie hanson AND got me a setlist he literally makes me fucking CRY,#,@soberdrives@,0,1
2371615834,Igtbdun,1514,441,Sun Apr 21 03:24:24 +0000 2019,RT @FansDamon: Damon Albarn y su hija Missy Albarn cantando 'Hotline Bling' de @Drake. ¡Feliz cumpleaños Damon! https://t.co/bMl6vgpBJc,#,@FansDamon@Drake@,0,18
3183143645,leavingdema,2839,755,Sun Apr 21 02:38:57 +0000 2019,"@newagecrisis_ Aleida Martinez
Hace 2 años
Me Gustas Tanto Mi Amor Que Solo Pienso En Ti💗
((Damon Albarn))😍
pero la… https://t.co/VfbgmnFhQa",#,@newagecrisis_@,0,0
887504887751245824,Ianmm14,33,59,Sun Apr 21 02:16:18 +0000 2019,A voz do damon albarn em rhinestone eyes é mais suave que um travesseiro de pena de ganso,#,@,0,0
223492939,gogo_shampoo,150,104,Sun Apr 21 02:02:28 +0000 2019,"RT @AcousticTrench: Happy #NationalPuppyDay to my talented sidekick Maple , and Happy 50th Birthday to Damon Albarn, the musician behind @G…",#NationalPuppyDay#,@AcousticTrench@,0,1121
791358103480590336,Okayishit,459,577,Sun Apr 21 01:45:22 +0000 2019,Damon Albarn https://t.co/Z6Sz5axxZ4,#,@,0,0
2511543733,PaulHenry524,812,485,Sun Apr 21 01:46:37 +0000 2019,RT @LennaLeprena: Little Feat - Dixie Chicken (with Emmylou Harris &amp; Bonnie Raitt) Live 19... https://t.co/uT3QFzJflb via @YouTube,#,@LennaLeprena@YouTube@,0,1
