music_lover_id,music_lover_name,music_lover_followers_count,music_lover_friends_count,post_created_at,post_text,post_hashtags,post_mentions,post_favorite_count,post_retweet_count
571702642,irishgirlgrace,589,651,Fri Apr 26 16:14:11 +0000 2019,RT @marty_walsh: John Havlicek was a gracious man and accomplished Hall of Famer - a basketball legend whose impact on the @celtics franchi…,#,@marty_walsh@celtics@,0,136
1483593864,pdanahy60,938,714,Fri Apr 26 16:14:04 +0000 2019,RT @celtics: It is with great sadness we have learned that Celtics Legend and Hall of Famer John Havlicek has passed away peacefully today…,#,@celtics@,0,11848
813739958,sabannabella,538,316,Fri Apr 26 16:14:28 +0000 2019,RT @maxcdesign: Kid Cudi dancing drunk to electric feel is still the greatest Coachella moment ever https://t.co/Gc2SwHdbzZ,#,@maxcdesign@,0,18813
593261278,bitchinbruja,1112,318,Fri Apr 26 16:14:25 +0000 2019,i rlly bought a ticket to hard summer so i could see kid cudi 🤧,#,@,0,0
2715246133,avenegers,393,77,Fri Apr 26 16:14:17 +0000 2019,THEY TRYNA BE CRAZY THEY TRYNA BE CRAZY SHE WANNA MEET CARTI THAT BITCH IS A BARBIE IMA FUCK THESE HOES IM ON 730 A… https://t.co/neOlEgJ3M5,#,@,0,0
881169103012204545,MeechMercury,41,22,Fri Apr 26 16:14:08 +0000 2019,https://t.co/zBavcoJUnT,#,@,0,0
2990619289,MesaJacoby,207,209,Fri Apr 26 16:14:03 +0000 2019,KID CUDI ROUND 3!!🔥 #HardSummer2019 here we come!😍,#HardSummer2019#,@,0,0
940370042608340992,Raymond21963618,357,243,Fri Apr 26 12:46:34 +0000 2019,@KanyePodcast Malik Yusef?,#,@KanyePodcast@,1,0
1003920493366280193,naru10887011,24,28,Thu Apr 25 09:46:40 +0000 2019,JYJ - Ayy Girl (Feat. Kanye West and Malik Yusef) [Official Music Video] https://t.co/1LgFREiOt8 @YouTubeより,#,@YouTube@,0,0
92882009,RJTBU,348,278,Fri Apr 26 16:11:06 +0000 2019,ATCQ(Mos Defもかな？)以外、殆ど共通点無いかも。,#,@,0,0
4875340828,mos_def_jacoby,146,337,Fri Apr 26 16:09:17 +0000 2019,RT @theneedledrop: This is hilarious. https://t.co/jAJafHQk12,#,@theneedledrop@,0,89
