music_lover_id,music_lover_name,music_lover_followers_count,music_lover_friends_count,post_created_at,post_text,post_hashtags,post_mentions,post_favorite_count,post_retweet_count
125817641,ac_dc_shop,41,341,Sun Apr 21 03:41:28 +0000 2019,"■ヤフオク出品中 本日終了PM10:10～ 完成品フィギュア■
#海洋堂 #リボルテックタケヤ NR-161EX 持国天(木彫版) #竹谷隆之 
https://t.co/xGm2S5FN0M
#ヤフオク #REVOLTECH #リボルテック",#海洋堂#リボルテックタケヤ#竹谷隆之#ヤフオク#REVOLTECH#リボルテック#,@,0,0
1725697962,Schutze12s,917,580,Sun Apr 21 03:41:26 +0000 2019,え、AC/DCって日本じゃあまり人気ないの？？？,#,@,0,0
125817641,ac_dc_shop,41,341,Sun Apr 21 03:41:19 +0000 2019,"■ヤフオク出品中 本日終了PM10:10～ 完成品フィギュア■
#海洋堂 レガシーOFリボルテック LR-007 爆裂!ジード団 #北斗の拳 
https://t.co/HNKPBj9UM0
#ヤフオク #REVOLTECH #リボルテック",#海洋堂#北斗の拳#ヤフオク#REVOLTECH#リボルテック#,@,0,0
125817641,ac_dc_shop,41,341,Sun Apr 21 03:41:08 +0000 2019,"■ヤフオク出品中 本日終了PM10:10～ 完成品フィギュア■
#海洋堂 レガシーOFリボルテック LR-054 バットモービル タンブラー in GOTHAM CITY #バットマン #ダークナイト… https://t.co/wyIozTgptE",#海洋堂#バットマン#ダークナイト#,@,0,0
118401034,fernandomatusal,45,268,Sun Apr 21 03:41:07 +0000 2019,RT @achekor: Cuando Dios escucha AC/DC!! https://t.co/cWB4ne52SJ,#,@achekor@,0,3933
53730895,Claudiosk_23,262,582,Sun Apr 21 03:41:33 +0000 2019,"RT @robecruz13: - Adele: oye! Que me divorcio...
- productores musicales: 
 https://t.co/tlJZR1dOWy",#,@robecruz13@,0,4959
890374097397526528,cespedeslui,507,251,Sun Apr 21 03:41:30 +0000 2019,"RT @robecruz13: - Adele: oye! Que me divorcio...
- productores musicales: 
 https://t.co/tlJZR1dOWy",#,@robecruz13@,0,4959
793483274261856257,lolbyeeee01,15,105,Sun Apr 21 03:41:29 +0000 2019,"RT @ajhisnandez: adele: announces split from her husband of 7 years 

her fans: 

https://t.co/4MRyn36qPI",#,@ajhisnandez@,0,2550
902001188215955458,tchelamaga,108,225,Sun Apr 21 03:28:10 +0000 2019,"@_lrmf Esse cd me lembrou uma música (mt boa) do arcade fire, chamada “speaking in tongues” que eles cantam justamente com David Byrne kkkk",#,@_lrmf@,0,0
943642756517216256,bustyblondt,33,55,Sun Apr 21 03:12:22 +0000 2019,Arcade fire can beat my pussy UP,#,@,1,0
172204354,thezoneplaylist,492,210,Sun Apr 21 03:09:05 +0000 2019,"[April 20, 2019 at 8:06 pm] Wake Up by Arcade Fire",#,@,0,0
925014151071780865,trinhqvyen,365,677,Sun Apr 21 03:06:03 +0000 2019,"When Arcade Fire sings, “Our bodies get bigger / But our hearts get torn up” ... I cry",#,@,0,0
2258783351,heybabyposting,448,842,Sun Apr 21 03:03:05 +0000 2019,"@renlymorreu todo dia eu querendo dar NA CARA de justin por defender umas merdas que o kanye e o jay-z fazem

sobre… https://t.co/QJKdPojGwh",#,@renlymorreu@,2,0
18021798,akamenashi,1780,536,Sun Apr 21 03:39:27 +0000 2019,Au/Ra - X Games https://t.co/rcqUsODz4B via @YouTube,#,@YouTube@,0,0
772055674691858432,ra__228,22,11,Sun Apr 21 03:31:13 +0000 2019,"@LDH_koukan_au 検索より失礼します。
こちらのクリアチャームと
UJ白濱亜嵐クリアチャームの交換は
可能でしょうか？？ https://t.co/1mI4USs8CK",#,@LDH_koukan_au@,1,0
226416241,EST1NYAN,83,216,Sun Apr 21 03:29:36 +0000 2019,"@ularoa YOU HAVE BAD TASTE, ALL AU'RA ARE PRETTY",#,@ularoa@,0,0
943189578575364096,Greg75233998,48,188,Sun Apr 21 03:27:38 +0000 2019,@Rameses2019 Hahaha palu.agi hugot ra ka au😂😂😂,#,@Rameses2019@,0,0
1486176234,Atticus_P,72,387,Sun Apr 21 03:16:46 +0000 2019,"RT @nakanodrawing: I've asked you guys about catgirls and Miqo'te, but what about dragon races? 🐲 Would you play something like the Au Ra i…",#,@nakanodrawing@,0,87
4616806279,IOSBlaZe,436,380,Sun Apr 21 03:13:35 +0000 2019,@FaZeSway LMAO make a disstrack on Ayo and Teo,#,@FaZeSway@,1,0
898262790858842113,carpediemmgt,136,550,Sun Apr 21 02:32:44 +0000 2019,Now Playing On Carpe Diem Live Radio Ayo &amp; Teo ft. B Smyth - Friends,#,@,0,0
1119701114251878400,MicahDuncan16,3,136,Sun Apr 21 01:09:10 +0000 2019,@AyoandTeo  hi   ayo  teo,#,@ayoandteo@,0,0
1659387985,jmnzktrn,1042,359,Sun Apr 21 03:11:59 +0000 2019,"RT @MoodySith: every Lauv, Chelsea Cutler, Jeremy Zucker, Blackbear, Quinn XCII, Ayokay, and LANY song: https://t.co/EfZeOPCREJ",#,@MoodySith@,0,105
402222448,Vi_Trevisan,292,258,Sun Apr 21 00:32:59 +0000 2019,"Liste 5 músicas que vc está ouvindo agr — 5 artistas:
blackbear, jeremy zucker, gianni&amp;kyle, ayokay, chase atlantic https://t.co/PHY927JrE0",#,@,1,0
1920201391,Nightitaly,79166,136,Sat Apr 20 22:55:04 +0000 2019,#OnAir &gt; Electric Touch  -  A R I Z O N A ayokay &gt;  #Listen On Web https://t.co/dJP5xSR8cb 🔝#radio💯#music🎶,#OnAir#Listen#radio#music#,@,0,0
